Running,Blue Switch On,Battery level,Humidity,Magnetic field,Controller beige,Controller bisque,Controller black,Controller blanchedalmond,Time since restart,User had coffee,Controller brown,Controller burlywood,Controller cadetblue,Controller chartreuse,Polution,Radiation,Hydraulic pressure,Overpressure relief valve 1,Overpressure relief valve 2,Controller cyan,Controller darkblue,Controller darkcyan,Controller darkgoldenrod,Controller darkgray,Controller darkgreen,Reset Trigger Level,Sensor Threshhold 1,Sensor Threshhold 2,Sensor Threshhold 3,Controller darkorange,Controller darkorchid,Controller darkred,Controller darksalmon,Controller darkseagreen,Controller darkslateblue,Spring Strength Left,Spring Strength Right,Spring Strength Center,CPU Temperature,Max Fan Speed 1,Max Fan Speed 2,Max Fan Speed 3,Brake control,Manual brake tightness,Motor oil level left,Motor oil level right,Controller forestgreen,Controller fuchsia,Controller gainsboro,Centrifugal Load,Uranium Enrichment,Error correction percentage,Anti-matter stabilizer,Wave-function amplifier,Flux control,Spin Up detector,Spin Down detector,Neutrino Catapult Stength,Second Lense curvature,Third Lense curvature,LASER load,Controller khaki,Controller lavender,Controller lavenderblush,Controller lawngreen,Controller lemonchiffon,Controller lightblue,Controller lightcoral,Controller lightcyan,Controller lightgoldenrodyellow,Controller lightgray,Controller lightgreen,Cruise control,Voltage main,Voltage secondary,Counterweight,Second Counterweight,Smoke formation,Bending of test plate,Particle size of grinder,Water temperature,Espresso quality,Pressure % of 12 bar,Noise level,Controller magenta,Controller maroon,Controller mediumaquamarine,Controller mediumblue,Controller mediumorchid,Waste level right tank,Waste level left tank,Helium reservoir,alpha-radiation,Active motion supression,Blade density,Blade rotation,Controller mintcream,Controller mistyrose,Controller moccasin
1.0,1.0,2.668066152411497,2.0617274077892422,2.5497817099561857,1.8352253941771803,2.259989025869219,2.6869423853586127,2.879309540002861,9.671808282426571,1.0,2.303966079535844,3.7459547998736813,2.053974454944237,3.2107224971003303,1.8744404627275255,1.877709274072079,1.207450927440349,2.436455073599217,3.3380548959401626,1.5983884522314626,1.1126280129089932,3.924881892502518,3.4388158782127043,3.7107085569600926,1.8342942188841072,0.9387683614961948,2.3862124150290533,2.9364854792301722,1.938167843168813,3.812460121753359,2.91829413291354,3.057695592210056,3.1712232705405246,3.982208184177022,2.3249463125766834,1.6648312636233946,3.9467768493220046,3.1309381310778894,78.84928908862659,2.9389195811218105,1.3469468794376493,3.3716507644851808,1.01891560454225,2.78076295374761,2.779097744002965,1.3636665028809665,1.8768101220185736,3.8357265018504147,3.7183378021925746,0.9280841433595285,3.7932188355749643,2.361604141490605,2.8009152334809215,1.1288140864012064,2.701146847249655,1.7624774386930335,3.409107460108155,3.2454258960320743,3.248199281538983,1.6017854473290243,1.8065161942473615,3.6739442102523503,3.279135986176523,2.5060971414669986,2.4499518398781133,2.7027466206081554,2.869740398951852,0.8081449113974473,0.9004022121871817,1.4271774542910654,3.5556169409649927,3.6792049285070183,1.4785624003623739,2.048236011280312,0.9283187512032747,1.1923542158485452,3.753117192871951,2.5435644801847017,2.294125600714035,3.3696513815543288,2.8228409856920162,1.0875713549540962,0.9782581188569435,2.187037595090234,2.9292228437261185,3.598317043414288,2.9350238046531016,1.143304892070117,3.2838549137333155,2.971298269319866,0.9370301647699759,2.0748355523672246,2.640988496993689,0.8843074672279084,1.8616679868738755,1.3951464875363417,2.68599392264351,1.246004403998149,1.804786353073778
1.0,1.0,2.1687788623609583,3.064346252554004,2.3787860641463574,1.786132305838512,3.317118986383181,1.7646175800656263,3.4800509730689093,3.649142666427017,4.0,3.425584454551049,2.9538293010034344,2.9094585938075044,3.613288382133984,2.4966294562802895,1.459547972173823,1.892415331350672,3.6499182247838373,2.0700672863855223,3.1326472825980076,3.546781555939509,1.3328355046585678,3.2006992250389397,1.6078767078629246,3.2670880917372047,1.8920032710235717,0.9815504857814162,1.1234234708034287,1.9283283658436456,1.072683875938147,3.422002855729681,2.71369158104071,1.3722936614087446,2.3923511048690784,3.5447608867578824,0.9770962109331471,1.3153162145890924,0.8809012095173192,79.1672803217397,1.0137433629178307,1.8985452999727639,3.859821729417402,1.5477732834072424,3.9712476916073642,1.7433989855013188,3.122854921214646,1.7678384220154635,2.4738635873212087,2.1612010705521136,2.0486849888527034,2.7055270819236985,3.4763809065399522,1.0377033009550685,3.8614327028475186,1.646471787304331,3.4115793883471994,1.1081294576517675,3.9512555518921326,2.0853754805872615,1.7297427974333812,2.691782495455164,1.7193903245791895,1.508576319548941,1.604301515990107,3.777869209388011,3.9196302484173797,0.8742907562162995,0.9184152944120282,3.776058306449518,1.9560636403186298,2.3751381867734747,3.8636989370796613,1.0467616368003938,1.2747208550570495,1.8938643101864567,1.2760748602379928,2.779372211268435,2.1990383045065798,2.169432595045539,2.7924076019527995,2.0729848849165515,1.576782120252968,1.1625219838434604,3.0985592771596115,2.331237511195207,1.7173768946744368,1.9073553933241165,3.5677833987829857,1.5194799015863287,1.941677750548514,1.0729031885178302,2.81470921731045,3.0530562975780713,3.8014578955917484,3.5982267162626504,3.4375325303635327,2.0075733080039253,1.2562228274710816,2.444260741790493
0.0,1.0,3.4808411942007886,1.947822340789795,0.9807851558548851,2.9748706860610987,3.1702897464203836,2.179338016592825,3.924940601906937,1.9903251233899304,4.0,2.7329582918137847,2.4519500848132125,3.105915836675824,2.378010720056399,1.3538639111604676,2.050454956440107,0.964600401842883,1.6274344122757913,3.774805079257594,1.0727478587092802,2.6967856757573383,1.0977554576280413,2.101220480753965,1.2117102404509397,1.3348072998334963,0.8094526955458048,2.3549797904256096,3.7319397488990944,1.2220062582203248,3.2501756456804047,0.9275809843333704,3.9414625947713677,2.2766804507337284,3.2723832728911706,3.0913065358501504,0.9343346710143806,2.257577745864211,3.0096647596503674,78.6845278524525,3.1425953376310494,1.1473398193770092,1.4781005254115478,2.0579014155563695,3.2546979255213007,3.647907422605443,3.851324867930429,1.6271647197747534,3.1682794619938255,1.8250302415928705,2.5225821855414914,2.278052547392266,3.993137793461595,2.5106071049053256,3.843130273711693,0.8433696025744859,2.3543405717717065,1.104204669041927,1.5457721242086995,2.5672090323536905,2.441109930783224,3.305230581939778,3.204637627917787,2.639713678661236,2.363206884902821,2.7872721234527535,1.0347701955736444,2.3500996666183935,3.8683010472128814,3.1215634320011096,3.8086385018208713,1.9178771610700527,3.1389399223274292,2.0488763489097996,3.4195265599328293,2.6523145775697943,1.7471486117530757,2.5338710077135183,3.4756902505507536,1.866350419375084,3.481213952950646,1.4244141017253078,3.850690948142944,3.6153904855421937,1.2098080725137006,0.9392170107994748,1.8341293606006102,3.1735116539679797,2.6883484922991565,2.071970494236729,3.5864870538044054,0.8203492382973239,3.065853222298365,1.348861162885267,1.6847226567783171,2.5472390553661333,1.8512811749142104,0.9120382779807038,3.1224523869382095,1.915503293315389
1.0,1.0,2.543543291749753,3.1687805292747813,1.1328320497289797,1.1095079088839963,1.87574335968414,2.314667399846228,2.05804177649587,8.84644794626188,3.0,1.821408200609013,2.8256124076037485,3.7505624495203316,1.135633323709417,2.5107827867330244,2.9601275264175575,2.67841880120908,1.0742141543020383,2.7923842338630163,0.8564035964608547,2.781679293152392,2.1732899126308505,2.8378536822801754,1.7223564193309084,2.3323112515044757,0.8745864358857258,0.8870996522529702,1.1432220411154945,3.0925506199325508,0.8407583708460579,1.8083892115363327,3.904416619269571,1.2298389110845394,3.4546596154146734,1.141446945683901,2.269192474256556,3.665223678857849,2.096588108733653,78.95683093780261,1.4299903531062335,0.9918646072526589,0.9093350570821003,1.0094043806331432,2.0986292273568226,3.8707178006636003,3.3136965371235414,1.0294164851830983,1.5266062179123112,3.31579769877714,1.4780793524930762,2.879601284821776,3.638657484529581,3.598282061259554,3.3448450750293253,0.8451594382971597,1.0626450085756947,2.742306891633074,2.027109479035412,1.5067022691526255,3.69753490719173,2.085257795357963,2.7099208140777913,2.6147563499265845,1.6059715250343136,1.1547104618590778,2.7040708470112254,1.7891977743971592,3.6913471624545897,1.0915990225575098,1.4076803776283555,1.941113454449504,0.9046848884406323,0.8769951951033769,1.4449520585926974,2.3892988235428847,1.5636289024537424,2.9040840307274047,1.4638135178950074,1.7217314690913625,2.5410846330447865,1.3935583643985328,2.387331361852081,0.9819293218951508,2.2900822665605958,2.958057721758875,1.5934081075638937,3.1126659133038777,3.6183054562540056,2.3274024566184384,3.5739160454487395,3.1032706663460266,3.7954629823499504,1.994397461206069,3.3294068606087492,2.953249512179803,2.1149000488793743,3.2877078801301627,3.5806594181809395,1.270539653651074
1.0,1.0,2.8995448669360844,3.131061813707902,3.6015944223629734,2.0314282949904534,1.1995041567919011,1.857449140506464,2.7148460234457064,5.864010524572131,3.0,3.1213121574796396,1.2440317121319624,1.2388658348397463,2.715429964699471,2.266044119876498,1.130353237542806,3.8482609859202705,2.3899500673263754,3.2621227211545936,2.34392110242241,3.219282600988599,2.3807400251292545,1.743337623265925,0.9363973047295311,1.6691343890367936,1.258030667105241,3.154984315196125,2.2819539360407775,0.9662166394086675,0.840046944675208,1.371465863477794,1.1301341032678707,3.0743262638574285,2.6040333069589856,2.8441774712172174,1.514727710736289,3.701604174894702,3.58430958830131,83.51372875323125,1.9206949496864305,2.39326501949839,1.2854502264774261,1.4721584446091804,2.7527238518934536,1.6460758977268428,3.415891822265972,3.5652925367264636,1.9428108673457,2.105175046056093,0.9330122840835262,2.474018612973878,2.8162206636830556,1.2725236832214593,2.6183883859680623,2.0811020790587342,2.2529546880438085,3.9377005485263235,3.314944275001583,3.2198265921916924,2.031969200457315,3.211398358092608,1.9448371785491265,3.463655947209901,2.0385152340660815,2.6804764174066964,1.780622820146174,1.4557743584254568,1.60895564373701,3.066449383443495,3.6713260232635996,0.8090145121125627,1.902490098386948,3.2812786660970863,2.560996237708549,1.4836573748994066,2.5822497348387907,0.9870341397759422,3.196082561127338,2.813033302335479,1.2021105195430133,2.350190290023356,3.2330677925940856,2.381846461987875,0.9535283617572454,2.6590481393401877,2.7421103318800615,0.9517501714342672,3.750974655840496,0.8575795699056059,3.6138414511485797,1.4663975689435316,1.195874257828879,2.773076914053174,2.855804699652091,3.3844098965804825,1.450014575552261,1.7310591213200999,2.78993838133871,0.9662515621471223
1.0,1.0,0.9209150407678198,1.6677902142359742,1.3398660288904019,3.2104626300927652,1.1903824026045218,1.830153797345779,3.77456699383308,7.557963829642797,3.0,1.9786781870762535,3.362561098257581,3.6720995853206553,1.4547013924944985,3.150783253374864,3.7792682777664277,1.542100392925551,3.6499944073261688,0.8322363905166938,2.005547658258742,2.260351803855511,3.0761953610132204,3.2280422397305637,3.3077487180341327,2.5569344704477874,3.553020321437283,1.3765650199008164,1.3911012915055156,3.9185838682526057,1.9329806849524456,3.2918236887491528,1.060912638646455,3.972457525603387,1.9867361895385895,3.369661414482019,2.356413680604178,2.126894401640275,1.2095464802418663,82.1810499806663,0.8053791463996078,3.2840643437887858,3.7545375833273127,2.061125842129764,2.857570500095677,3.019722180136066,3.4845016888385585,1.86928685576389,1.5895358881062913,1.484114748231485,1.0457148656369317,3.3253081064337753,2.1788160157041316,2.862232944992045,2.869332713122752,2.5855828852230758,1.6237557844653345,1.7050647968582078,3.105881546649484,2.093938316145581,2.168564485506201,3.5141215768611547,1.2122385172330052,3.8621326920009773,1.5244751374867427,3.4510419980134026,3.90947108421285,2.3013170207777986,2.294230039463596,3.6135280327847124,2.469280891409877,1.1258396774068182,2.7282076637180603,1.4419032790672839,2.7122127459196066,0.8090374187348147,0.9342910397120954,2.914659043323125,2.175979718250286,1.91486838659371,3.7855208189701886,1.0404110665430109,1.075593489250112,1.4668633188176086,3.740502195914739,1.4327897728440577,3.6829198326923533,3.3138364303074708,2.8429343445321793,2.3290521668830335,3.471769145194818,3.8780923793519024,1.853137298810573,3.9842740637785976,1.4026109030061598,3.016944128418017,1.5185538669467349,1.1008196812687523,1.3834962341948303,1.4478141767724144
1.0,1.0,1.6289382409386084,2.8690381065871184,2.3525210617460104,1.424044353914842,1.7089869163879556,2.2773393219940443,3.3359443125623036,6.203713570006174,2.0,2.173184470368838,3.201263752871249,2.1569054720474528,2.9853561507125645,2.4297457580237567,2.9104825365364055,3.7771767773676492,3.8208076413262457,1.0444152063784746,0.9613772946682634,3.8820422233798677,1.967881165829789,2.6053183636722648,0.9970680688824874,2.0788423409823507,1.6496172919083856,2.6752273661604002,1.1245959084731052,1.7667548591626425,1.310227650015507,3.2041448145164937,3.6863774844899178,1.7930377057708204,1.292374701281855,2.7096974696755742,3.3876240635026766,2.6225737987521587,1.8817742857766317,79.22431457022532,1.360267217328283,3.993378441491619,3.999387718192108,3.409503773293876,1.4668299715690563,1.296866003077198,3.1048093917208366,2.093933625134762,2.666156733994143,2.0734680187492938,3.3756255500992634,1.163851957367015,1.9806481522427888,1.3380085623169298,1.8741494088386208,1.9629052745774853,3.948342318718086,0.8674361305954705,2.979702485292994,2.099344054105173,3.0659064042410007,1.9996252411436943,2.145525026256168,3.8645741264862474,1.6001770685830483,1.7262744467830835,2.8613302560149654,1.7735844627873534,1.2865932317355158,2.5013477948873732,2.7232375711124526,3.9297084611369266,3.0242306293728536,1.542032593416369,2.85601793884831,2.15915046282929,1.7182143478487533,1.9314227017933356,0.9185935793750531,1.7853383720081304,2.8458795327061583,1.7990712444635524,2.1455687069698173,1.2400086455541104,1.2952357015226803,0.9988646836264281,2.9565786002224277,2.9086049494903845,3.749983369927297,2.0063848384858245,2.5603254453406956,1.4638857711459452,3.6279019904008427,2.739841569547247,3.0008650353020974,2.2831632402697073,2.6315310537090806,2.7527774468088975,2.26044673195524,3.4112824249918683
1.0,1.0,3.2364426873376546,2.4332355485741104,1.2543883884480191,2.4935466116700433,1.9981077657831496,3.336580470478883,3.365020482921234,7.854112859293201,2.0,2.435305040264095,2.472673922028677,2.1689345331633545,3.3361670383992603,1.7049391355582406,2.4827687106277976,3.561182611654213,0.8022657429793324,2.966412210894336,1.5358095812441623,3.4880118872157793,0.9725747620499462,2.352294703979802,2.8338783763704782,1.5315397711058543,2.8754537879292066,3.687583091501863,0.9622449346002736,1.3615460880924992,1.174622711999945,3.8867086935546924,3.6723864819087515,3.0902095877109526,2.4038754190588474,1.8466072876288409,2.307537194417009,2.9386974597331452,3.447660261065179,82.9281483048105,2.579230083693135,3.7954297808538247,3.3594713646698366,2.155452507999736,1.8423164889013428,1.921583636073612,3.860698669470481,2.959406727992042,1.6295406520275653,3.013655460998428,2.3503989290204315,2.3478224223149216,1.1772687784229399,0.940285415911636,1.7566486969542532,1.9347821849772757,2.0931326230168144,2.5528102943550945,3.640282440255719,2.7895943093229523,3.326177498006726,2.9529211742296466,3.9304892690237283,3.7143776924360283,1.001150112838328,1.7771257825100362,1.9565004387366167,3.893604578079338,0.863998928679888,2.7444052692333205,3.288268039419596,3.929879335966249,1.2035537067604722,1.9688213722610575,1.9931498365247382,3.445231963261606,3.2824886236990336,3.2388712213298616,1.0638580561126394,3.356348920678677,2.939714390760779,2.2713323090920197,1.9328383817763066,3.4194276397497845,2.7615595059173197,1.7961458091836833,3.5473408985058894,1.446996732504635,2.017284980625945,2.713897671567218,3.1035388151391805,2.850693606550755,2.1231746084837733,1.2448003444125229,1.8698877197565758,1.8622882463414894,3.358568307911054,1.5536842790225727,2.625615322094979,2.8365818877398032
0.0,1.0,0.8990337877139591,3.0521369665670894,2.439250174222656,1.8497708254446676,3.6115919230462383,1.6466827435935973,2.2360454149950773,8.676968416095395,1.0,1.61952313401913,2.2722530347279477,2.90766829158813,2.1858484872822865,3.9176797879370344,1.876504305382887,2.8849815048964897,1.586138028550688,2.2003020922466074,2.5536230355999567,2.823928499481635,2.1817231961480195,2.0021223462329183,1.6367382304286957,1.068550714506563,1.2542580556763732,1.196484683538985,3.1115486376370756,2.1075336938131652,2.0029657712830073,2.3379172702330555,0.9467556403687856,1.376346078275899,0.8830230361274535,3.8182030285054864,2.066430848469601,3.5764517919859022,0.8562160130553661,81.55663253595412,0.8513733348717395,3.067747457995658,3.4873491344444005,2.6437745797386736,3.1144092891257946,3.0819781639669968,3.4449017632099244,2.8865142835884834,1.912397608295172,1.6668989561577938,3.5596829894779836,0.9542804230830211,1.1693509123533787,1.212393072488505,0.9169905086232242,1.8014020184766482,2.2389891518626106,2.8271263376375417,0.8864599542416016,0.903095731184579,0.8061739860557172,1.311689927369835,3.4555061569189816,2.3869241115303965,1.5904353061840444,2.082636036545833,0.8008177292481972,0.9089262458388397,3.9172798966132296,2.525458520405041,0.843788189246887,1.8067705705579138,2.773903207583463,3.2232165606467733,1.7437563649620689,2.083850286233743,1.216355601231828,3.2392347437925686,0.8488149532324866,1.997047941282428,3.745362120361791,2.8733224657793244,1.3939266917670583,1.0585365080946927,3.8662440037196273,1.7564385246087424,1.7485412090630534,1.9396796435761248,1.791616904478736,2.446540405184,1.7188368506660567,3.7237006362303156,2.485707087956661,1.0354650958595255,1.819705872596676,3.0930967893236074,1.2808772445813466,2.374727268276831,3.9847776906639325,2.9927055222678627
1.0,1.0,2.3777478653709307,3.1915719099236934,1.7008831166325682,2.972456211060833,3.000958077397862,2.537933803109693,1.6025224066167476,5.155398720926666,4.0,3.7785572458092513,2.4317336449242575,0.9897747700835432,2.78901673510091,2.8982592975149215,1.1834557211257435,3.0673451830335985,2.6666399984714904,3.780282909984755,2.3517321289813715,3.2803019589595657,1.4079130111325773,2.0775891319676685,2.146525624088895,3.1896209586507114,3.4574701433640955,2.6576970997203113,3.5328148934098893,3.6584511792022703,2.227820992771358,2.5640318699538724,3.7264741851057126,2.777136368774636,1.6198400224148692,3.345807644692866,2.2541183434781944,2.247609362799939,2.4851641552450383,85.10175341092011,1.2385778897105753,2.9893958546800476,1.4653269747722364,2.6465484583519907,1.010523209455215,3.530163503678133,0.9161581059161805,1.2068520217880523,2.899699146501926,0.9365076978139624,2.3286786085079267,2.7302521059902194,1.6502410262427578,3.6969815009691036,1.335909448186945,3.6090437183395796,3.2425108084687775,3.8125731523456166,1.0285779001593829,1.1300320280711373,3.0519334230782365,1.8589715450385107,1.0089122968697728,3.7063078986357274,2.6719906251532874,2.9300465756364122,3.115234543556828,1.3553701259329813,2.006839928014613,3.2977464090258177,0.8234119628761984,0.9250426633973512,1.2817327016885565,3.411357725348563,2.2156863712869317,1.3524306667120751,1.541185831034958,0.8165588689614254,1.8797402761015674,2.472801617968353,3.7763764273611784,1.2504628237855937,1.4507092977150338,2.101317382640604,1.7192599632888368,2.7986781018830493,3.9594939844830828,2.2270481103813093,1.7134951816314623,1.5448499461326142,1.9584213631126133,3.494277456879212,3.6747982468468914,3.034402957849591,1.887463012970017,1.171975802442675,2.016805487311789,0.8541359390622223,1.5545144393064516,1.0515527567284337
1.0,1.0,1.9689668120307637,1.277550223867511,1.0131441114247075,3.5836951563506716,2.27448098564431,2.197839614044276,2.70565323713235,1.983561809911405,4.0,3.0692425254241327,2.4461627081715194,1.296111520445522,2.7146425225868374,3.2712925604605223,3.776284707035434,3.1272051129350276,3.8227181271976978,3.2045035814241265,2.152282835096802,3.553504075985477,2.850617381795775,1.6165315460425491,1.6999677587191222,1.8621964643370188,2.3474742857085524,3.2392514033169624,3.69876134563229,3.3122800439749884,3.583678550210938,3.6078878276316075,3.37030995044881,3.6966773462616738,1.343377474614496,3.6667077096160208,2.2136554101366537,3.1298487294033785,1.1303430610653884,80.14406918135968,3.7284708096060157,2.381306224477795,0.8055045973610678,2.9401613378405846,3.7139893653519964,1.9213111178179418,2.6863762284587116,3.8384136081563094,3.803805796983453,1.549278652882984,3.4463893570670887,2.406641760308176,2.917850869013794,1.2543187258583453,1.8182971716173144,2.19920543272546,3.4792100429500286,3.1812984028868048,1.7919307424367916,1.4276342940256566,2.7255523911721324,3.2522871553268926,3.808025813823142,2.3613710638382637,1.5021879209364517,2.408270359000494,0.9032076723550504,3.885617106501429,2.6379696437942286,3.919098710635045,1.983992694204314,3.9943799857232216,2.9459962934102215,3.1501240052613655,1.0891031840374645,2.528166506198981,1.4457301402711717,1.500417644836867,2.5645333832711588,3.7651175632352674,3.5244001323600633,1.7620807962940788,2.1674867134129254,2.182765832183762,2.1906214394708146,0.9135456199914138,3.223860127072074,2.149798024171826,3.624405938420896,1.7164030860406716,1.0462130929311937,3.442698199037154,2.056520525043397,3.494393225936716,2.2032539140966367,3.0386033675477373,1.2777580039815188,1.3335959979821594,2.997120587192729,1.2027057149752753
